Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,1
a4,1,1
a5,1,1
a6,1,1
a7,1,1
a8,1,1
a10,1,1
a13,1,1
a14,1,1
a18,1,1
a19,1,1
a20,1,1
a22,1,1
a23,1,1
a24,1,1
a26,1,1
a28,1,1
a29,1,1
a30,1,1
a31,1,1
a33,1,1
a37,1,1
a38,1,1
a41,1,1
a42,1,1
a43,1,1
a44,1,1
a46,1,1
a48,1,1
a50,1,1
a53,1,1
a55,1,1
a56,1,1
a59,1,1
a62,1,1
a63,1,1
a65,1,1
a66,1,1
a70,1,1
a71,1,1
a75,1,1
a77,1,1
a79,1,1
a80,1,1
a84,1,1
a87,1,1
a88,1,1
a91,1,1
a93,1,1
a94,1,1
a96,1,1
a100,1,1
a101,1,1
a104,1,1
a108,1,1
a109,1,1
a110,1,1
a113,1,1
a116,1,1
a118,1,1
a119,1,1
a120,1,1
a123,1,1
a124,1,1
a125,1,1
a126,1,1
a129,1,1
a130,1,1
a134,1,1
a137,1,1
a139,1,1
a141,1,1
a142,1,1
a143,1,1
a145,1,1
a149,1,1
a150,1,1
a151,1,1
a153,1,1
a154,1,1
a155,1,1
a157,1,1
a158,1,1
a159,1,1
a160,1,1
a161,1,1
a164,1,1
a166,1,1
a168,1,1
a172,1,1
a173,1,1
a174,1,1
a175,1,1
a178,1,1
a179,1,1
a182,1,1
a183,1,1
a184,1,1
a185,1,1
a186,1,1
a187,1,1
a188,1,1
a190,1,1
a191,1,1
a194,1,1
a195,1,1
a198,1,1
a200,1,1
a201,1,1
a202,1,1
a203,1,1
a204,1,1
a207,1,1
a208,1,1
a215,1,1
a217,1,1
a218,1,1
a219,1,1
a221,1,1
a225,1,1
a226,1,1
a227,1,1
a229,1,1
a230,1,1
a231,1,1
a233,1,1
a234,1,1
a235,1,1
a240,1,1
a243,1,1
a244,1,1
a245,1,1
a246,1,1
a249,1,1
a250,1,1
a251,1,1
a252,1,1
a253,1,1
a258,1,1
a259,1,1
a264,1,1
a268,1,1
a269,1,1
a270,1,1
a272,1,1
a273,1,1
a274,1,1
a275,1,1
a277,1,1
a278,1,1
a280,1,1
a282,1,1
a283,1,1
a284,1,1
a286,1,1
a290,1,1
a292,1,1
a293,1,1
a294,1,1
a295,1,1
a1,1,1
a9,1,1
a12,1,1
a25,1,1
a35,1,1
a39,1,1
a45,1,1
a47,1,1
a49,1,1
a51,1,1
a58,1,1
a60,1,1
a64,1,1
a67,1,1
a69,1,1
a72,1,1
a73,1,1
a74,1,1
a76,1,1
a81,1,1
a85,1,1
a86,1,1
a89,1,1
a90,1,1
a92,1,1
a95,1,1
a103,1,1
a106,1,1
a114,1,1
a117,1,1
a122,1,1
a127,1,1
a131,1,1
a132,1,1
a133,1,1
a140,1,1
a144,1,1
a147,1,1
a148,1,1
a156,1,1
a162,1,1
a163,1,1
a169,1,1
a171,1,1
a176,1,1
a177,1,1
a196,1,1
a205,1,1
a210,1,1
a211,1,1
a214,1,1
a216,1,1
a222,1,1
a224,1,1
a236,1,1
a238,1,1
a248,1,1
a254,1,1
a255,1,1
a256,1,1
a257,1,1
a261,1,1
a262,1,1
a263,1,1
a265,1,1
a266,1,1
a288,1,1
a289,1,1
a11,1,1
a16,1,1
a21,1,1
a32,1,1
a36,1,1
a54,1,1
a78,1,1
a97,1,1
a98,1,1
a99,1,1
a112,1,1
a135,1,1
a136,1,1
a138,1,1
a146,1,1
a165,1,1
a167,1,1
a180,1,1
a192,1,1
a197,1,1
a199,1,1
a209,1,1
a213,1,1
a220,1,1
a223,1,1
a228,1,1
a237,1,1
a239,1,1
a241,1,1
a247,1,1
a276,1,1
a279,1,1
a287,1,1
a15,1,1
a17,1,1
a34,1,1
a52,1,1
a61,1,1
a102,1,1
a111,1,1
a170,1,1
a181,1,1
a206,1,1
a212,1,1
a260,1,1
a291,1,1
a3,1,1
a27,1,1
a40,1,1
a107,1,1
a128,1,1
a189,1,1
a193,1,1
a267,1,1
a281,1,1
a68,1,1
a82,1,1
a83,1,1
a105,1,1
a121,1,1
a232,1,1
a152,1,1
a242,1,1
a285,1,1
a115,1,1
a271,1,1
a2,1,1
a57,1,1
